,fire_size_class,latitude,longitude,discovery_month,disc_dow,Vegetation,remoteness,elevation,Temp,Wind,Humidity,Precipitation
23631,B,46.8798481,-93.68054999,Apr,3,15,0.235240187,397,9.702772381,3.467305682,52.09381987,17.43333333
23633,B,33.34943,-94.9512,Jan,1,16,0.253112619,102,2.335714286,0.728333333,19.03809524,0
23634,B,35.8283,-81.0917,Feb,2,15,0.125375714,293,3.412733089,2.365508989,59.87256723,1779.666667
23636,B,47.3104,-122.93214,Jul,1,15,0.522096038,68,18.78906526,3.553439153,59.33415693,0
23637,C,46.24630535,-92.60270075,Apr,6,9,0.225376613,352,3.236422968,2.968150798,59.7529527,0
23638,B,33.2469,-83.4423,Mar,2,16,0.147952204,172,13.53501152,2.398767843,66.29048913,30.86666667
23643,D,48,-95.567,Apr,2,15,0.252632591,356,1.498990369,5.169679792,60.3437726,0
23644,B,33.29428,-93.26231,Oct,1,16,0.237419011,86,21.37003769,2.138290574,59.06253896,1.366666667
23646,F,39.050556,-120.897778,Jul,2,0,0.503972022,619,24.51704805,2.401786426,39.80030468,0
23648,B,41.5121,-115.0275,Jul,0,15,0.443329544,2339,23.11007157,2.916690184,37.04125349,35.66666667
23651,B,45.19153357,-88.27036538,Apr,6,9,0.185840978,290,4.068572104,4.209541093,60.25368309,0
23652,B,33.6969004,-96.7419608,Jun,4,16,0.269666704,216,28.02347534,4.923137122,61.70635581,33.1
23655,B,41.6538,-74.0333,Nov,2,15,0.060826189,206,8.741800609,2.213322432,69.73186946,44.13333333
23657,B,42.96388,-97.32858,Mar,5,4,0.270486008,390,4.358956144,4.952045581,62.03914783,23.8
23658,B,32.7282149,-88.7141941,May,3,12,0.195942104,122,18.68675926,2.775178571,65.34602917,168.2333333
23660,B,31.31555689,-89.39334787,Feb,1,12,0.203176299,93,8.722950698,1.832857582,66.74029893,0
23661,B,32.3267,-88.5686,Mar,0,12,0.194898752,131,15.98563518,2.39335936,65.62097995,18.26666667
23664,C,33.51307,-92.70071,Apr,6,16,0.232061344,35,15.65081516,2.396517527,67.46670917,0
23667,C,45.25667,-118.15167,Sep,0,9,0.473636643,1281,18.4894075,2.765494871,38.47562686,246.7
23668,B,39.7889,-112.8404,Aug,4,0,0.422181698,2209,15.85,2.475,27.75,0
23671,B,30.4778,-88.8719,Aug,1,12,0.199052042,19,29.25598394,4.36592424,72.0165985,0
23672,B,35.916033,-83.8219,Mar,6,15,0.149645563,309,8.378604753,3.46724727,50.46175314,65
23673,B,36.9358,-108.4578,May,4,0,0.380278075,2020,17.90733792,4.079798898,24.58454627,0.533333333
23674,B,18.036289,-66.911003,Mar,2,12,0.019328026,73,24.15112037,4.500941208,76.88956547,0
23675,B,48.8347,-100.0537,Oct,3,16,0.29487305,579,10.24594522,4.364522589,64.84548278,3.433333333
23676,F,45.35333333,-114.3061111,Aug,5,9,0.434826192,1729,20.86298571,1.670333755,45.11413322,4.8
23677,B,30.51057336,-88.46512853,May,4,12,0.195314668,14,20.22142106,3.365472326,68.97325389,20.83333333
23678,B,35.35,-79.1833,Jun,2,15,0.108817591,102,24.10114372,2.883029185,59.01402673,0
23680,B,35.2583,-77.9417,Jul,0,15,0.097981595,38,27.72000825,3.211667078,63.04302572,12.66666667
23681,B,28.7611,-81.7164,May,2,12,0.135992586,28,26.26191729,3.125923364,68.50874431,19.53333333
23682,B,44.8333,-100.9838,Jun,0,15,0.30458979,550,17.97806014,4.413664288,63.24377043,34.8
23683,B,37.47,-122.1311111,Jul,2,0,0.517444461,4,21.67366136,5.045621888,66.05848728,0
23684,B,33.8325,-81.165,May,1,16,0.127282017,147,24.38132486,2.638462561,67.15638971,24.26666667
23685,B,39.40305555,-121.4169444,Aug,6,0,0.509129384,229,22.55572269,3.292814027,59.34659109,0
23688,B,47.62831,-106.31842,Aug,2,15,0.355404739,709,21.90935719,3.44225072,40.0972412,6.466666667
23689,B,35.92043333,-77.83595,Dec,5,15,0.096656948,41,10.24433583,2.352222368,77.82450588,34.63333333
23690,B,30.75704,-90.92619,Apr,0,12,0.217668683,66,17.85285623,2.86740188,65.94755155,20.76666667
23692,B,34.8333,-77.7167,Aug,6,16,0.096277902,26,24.94865481,2.767391501,73.88399922,251.8666667
23694,B,45.45694444,-116.0305556,Jul,5,9,0.452127499,1504,17.07965273,1.953576711,56.36111249,9.233333333
23695,B,35.9584,-106.1061,Jun,6,15,0.357853458,1712,17.49578803,2.364822706,33.52696395,0
23698,B,33.69923,-91.80699,Jan,5,16,0.223669309,94,2.853442879,0.700312989,26.79330065,16.03333333
23699,B,33.891716,-80.440254,Nov,5,16,0.120828141,58,12.54754632,2.761465351,73.68710827,11.43333333
23701,C,37.76784897,-86.43090057,Apr,5,0,0.172094333,212,4.702161802,2.769637862,64.3291492,36.2
23702,B,26.16082999,-98.10838002,Aug,6,12,0.28858512,34,22.97205521,5.128399618,63.68318166,0
23703,B,39.701533,-90.290739,Sep,4,0,0.206319463,195,16.19965781,2.641993586,67.46756395,0
23704,B,43.23873838,-73.37704963,Aug,4,9,0.054602926,192,20.30802086,1.842349899,73.88189194,32.1
23706,B,36.8767,-79.67,Apr,1,0,0.112208884,252,12.35048601,3.697251702,59.20201068,35.56666667
23707,B,33.8333,-80.7333,Nov,2,16,0.123458385,32,10.46461492,3.492443309,59.6359974,0.6
23709,B,35.28033333,-78.85116667,Jan,2,15,0.1059413,59,5.210794807,1.385194761,46.45319437,47.3
23710,B,47.8725,-94.96,Apr,6,15,0.24697623,376,3.242954695,4.142830201,54.16690545,2.9
23711,B,28.0851762,-97.0645216,Apr,2,12,0.277006764,5,25.20846677,5.915201415,78.07671875,1.366666667
23712,B,36.3292,-94.7644,Apr,5,0,0.249492409,310,11.5771224,4.552282589,64.03954764,0
23713,B,31.25021967,-93.98377176,Jun,1,12,0.245596289,75,25.6135129,1.970427344,75.33051051,16.13333333
23714,C,31.19833841,-82.45896976,Feb,5,12,0.140651447,50,11.01686628,2.756437283,59.23240652,0
23717,C,35.6,-82.6833,Mar,2,15,0.139659575,717,6.844688566,3.457399933,62.33552991,37.13333333
23719,E,30.8219,-86.9695,Mar,1,12,0.181475444,82,14.24651674,2.742570602,78.02947707,26.36666667
23720,D,26.0369,-80.5939,Aug,2,12,0.128464763,5,27.65630601,3.128416056,77.44203798,84.83333333
23721,B,42.2,-99.4,Aug,2,9,0.29036234,769,21.81909137,3.458915163,72.35261365,49.13333333
23724,B,41.6177,-74.7095,Apr,0,15,0.066673695,471,6.032357257,3.763911066,51.7617666,25.8
23725,B,29.35,-82.46,Apr,1,12,0.142118016,19,20.05519199,3.139847034,69.17967881,93.4
23727,B,36.7955,-83.7081,Apr,3,0,0.14811957,519,9.428537874,1.961357639,64.10423952,51.03333333
23728,B,35.43305555,-120.6019444,Aug,6,15,0.502915531,286,21.3474756,5.272698915,69.27043003,0
23729,B,43.1273212,-95.0582447,Feb,2,9,0.249117638,394,-9.020540596,6.452456592,76.91392488,3.433333333
23732,B,34.285,-77.8117,Feb,5,16,0.097459104,18,8.586498725,3.372510179,71.55860032,21.96666667
23735,C,37.97867873,-92.95169559,Mar,6,0,0.231718568,307,8.729616181,3.19793125,49.97591929,0
23736,B,28.25999998,-82.05388999,Jun,5,12,0.139418296,36,27.86778945,3.053335608,57.71152107,0
23737,B,34.74985,-91.34320001,Jun,4,16,0.218706508,50,22.53671903,2.314197575,67.60620415,16.36666667
23739,B,30.61838,-90.70602,Mar,0,12,0.215750487,31,14.95010664,2.433928356,69.39559528,0
23740,B,33.8897,-86.2814,Mar,4,16,0.173049212,248,3.732890336,2.305563261,57.09135563,0
23741,B,47.83555556,-90.80194444,Jul,4,15,0.208430002,532,15.47371159,2.618536231,72.88545639,0
23743,B,26.0542,-80.2236,Apr,5,12,0.1251762,9,25.22304736,4.071187108,73.39388046,7.966666667
23744,C,35.415,-79.7083,Dec,2,15,0.11339976,169,7.573527137,2.316045778,68.71296021,0
23745,C,31.7246703,-89.0006906,Jan,6,12,0.19928126,78,5.919444443,0.436944444,29.92877493,0
23747,B,34.86466,-83.06122,Mar,5,16,0.143484461,351,7.663062844,2.03001781,67.28140916,49.16666667
23748,D,41.21166667,-122.6816667,Aug,1,15,0.521347917,1526,23.22670179,2.414224264,37.34905731,1
23750,C,35.89888888,-119.3661111,Sep,2,15,0.490009862,68,23.8507578,2.46975161,44.5559719,0
23752,B,38.12083333,-86.61805556,Feb,0,0,0.17360418,197,4.284589947,4.207980735,72.14460249,0
23753,C,34.1889,-79.10448,Nov,1,16,0.10885811,17,12.18299553,1.372804736,63.52020183,0
23754,C,32.5656438,-97.8808917,Mar,5,12,0.281181866,220,13.81402509,4.057077667,54.57504879,0.3
23756,B,47.8819,-94.9867,Apr,5,15,0.247224091,353,-0.40629468,3.993213101,67.40842863,0
23757,B,30.620778,-94.418564,Jun,4,12,0.250129407,61,27.81676372,1.170473672,72.03480249,0
23758,B,39.86444,-78.50028,Oct,5,0,0.100413303,451,9.74693648,4.244891439,67.71042428,40.3
23759,B,45.991412,-92.963909,May,1,15,0.228784646,315,7.987943629,3.023646133,52.5226673,0
23760,B,34.9489,-98.3394,Jan,0,16,0.283926817,409,6.809058974,3.976343292,56.02073013,0
23761,B,33.8195,-103.2046,Mar,5,16,0.33110294,1247,7.682364492,5.098359304,32.12577746,0
23763,B,18.403494,-67.081078,Mar,3,12,0.020307659,170,24.39521384,6.583046043,67.93340978,0
23764,B,40.57525833,-77.65603333,Apr,3,15,0.092707152,287,8.379398772,3.600848211,62.78002218,0
23765,C,32.01486186,-84.1367414,May,4,12,0.155041114,124,21.70728666,2.120113194,78.21014801,151.3
23766,B,30.315,-82.7694,Jan,5,12,0.144100254,29,3.368051117,0.897619048,21.01430615,0.866666667
23767,B,41.13265,-75.94431,Mar,3,15,0.077561863,367,2.34107875,3.055174731,67.68408997,35.7
23768,B,34.954298,-86.58051,Jul,3,16,0.175069752,237,27.11833285,1.201184411,58.50103619,0
23769,B,42.78433,-122.855,Aug,5,4,0.522538237,917,22.48936182,1.989868761,44.06828097,0
23770,B,36.49305555,-119.5930556,Jul,6,0,0.491978603,87,27.75343229,3.320728525,41.73672238,0
23772,C,26.96250001,-82.24026998,Jun,5,12,0.142220139,5,25.99530237,4.584972779,76.36418201,140.8666667
23774,B,45.74262,-101.29153,Aug,2,15,0.307290446,584,22.70332371,5.090830928,62.46198149,5.9
23775,C,41.71341,-112.55972,Aug,0,15,0.418570738,1684,26.2285766,2.107281105,37.24310166,0
23777,B,41.0678,-123.6944,Jun,5,15,0.531866575,125,11.58584387,2.293741828,86.6318381,13.2
23779,C,34.0767,-114.2989,Jul,0,16,0.439934635,106,36.34303603,4.234733215,19.46395828,0
23780,B,43.02666667,-122.6283333,Jul,1,9,0.520116322,972,22.06398912,2.419585627,51.88197484,0
23781,B,38.7075,-122.050278,Aug,2,0,0.515974015,69,22.29152525,3.229985028,52.47849466,0
23783,C,30.66611002,-81.68249997,Nov,5,12,0.134152185,16,18.52068868,2.675315242,72.73768016,38.76666667
23784,C,47.483,-109.5627,May,4,15,0.387215122,967,12.60054589,5.00479141,53.59064974,25
23790,B,46.61168631,-94.26918589,Apr,2,15,0.240777835,377,6.411304897,3.774194232,58.58817895,2.533333333
23791,B,32.575,-116.9180556,Jun,6,12,0.467318162,195,20.68723314,3.790261986,64.00486611,0
23792,D,36.728753,-104.000028,Jul,3,0,0.336988364,2095,25.42604341,4.409848611,32.52162468,13.4
23793,B,44.86196,-123.38812,Sep,0,15,0.527386171,104,21.67179282,3.733989827,48.5461878,0
23794,C,40.63774,-96.19243,Mar,5,15,0.260697755,326,16.38275399,4.851760222,63.02462511,28.5
23795,B,30.80076,-90.46015,Jun,4,12,0.213349483,58,28.02704081,2.076510542,70.76061399,0
23796,C,39.33111111,-121.3619444,Oct,4,0,0.508598706,237,22.54187434,2.805939281,38.11510493,0.5
23798,B,34.35,-78.4167,May,6,16,0.102715061,17,21.21576777,3.98856282,69.78512772,19.03333333
23799,B,39.43,-95.7,Mar,6,0,0.256620858,319,-0.830514377,4.296743465,62.27713279,6.7
23800,B,41.4333177,-74.12749721,Apr,2,15,0.06172508,94,8.252577824,4.277691987,56.48426259,0
23801,B,33.82687,-81.249802,Sep,5,16,0.128037522,124,26.63969919,2.179135416,71.14592265,29
23802,B,45.9736,-100.6268,Jun,5,15,0.300883365,572,19.02431538,6.052267116,65.95999035,0
23803,B,33.1512,-110.1193,Apr,1,16,0.398988369,790,19.06258031,5.040057924,26.50568226,4.733333333
23804,C,31.41888798,-93.5948395,Jan,0,12,0.241851108,68,10.66856663,2.018540379,71.91743566,4.3
23805,D,46.3951,-120.3051,Oct,1,9,0.495299949,231,12.68515451,3.040024109,54.58822833,6.2
23806,B,31.61215939,-89.81191203,May,0,12,0.206787751,116,17.79479115,2.51707799,67.71519581,0
23808,B,30.88,-90.7621,Feb,2,12,0.216064302,84,7.981789922,3.159141894,79.41723692,73.23333333
23809,F,37.1475,-113.9253,Jun,2,0,0.434344271,1432,29.086892,4.738849083,16.01227387,0.333333333
23811,B,28.5541667,-80.65,Aug,5,12,0.126714757,4,27.49769179,4.766521525,76.83789264,48.66666667
23812,B,35.19516,-79.67722,May,6,15,0.11326067,176,14.043853,3.199429816,60.62786881,19.56666667
23813,C,47.0779,-113.4403,Jul,3,15,0.425763498,1452,20.97820106,2.148945712,45.25885226,0
23814,B,32.77993333,-94.77748333,Jul,0,12,0.251883589,131,20.37441947,1.155343624,39.24294813,0
23816,D,30.31511667,-95.26068333,Feb,5,12,0.258233819,60,10.84297386,2.155402375,76.96014492,16.43333333
23817,B,27.49110999,-81.82333,Nov,1,12,0.138039067,24,22.68274135,3.878108555,67.29179,0
23818,C,37.36805,-85.1918,Oct,4,0,0.161124554,229,16.35912847,1.216347803,65.1651513,0
23819,B,35.864533,-80.601516,Feb,6,15,0.121014904,232,4.825054702,2.579634189,55.58871793,21.1
23820,B,18.096395,-67.064369,Mar,6,12,0.02053862,32,25.91036434,5.854752791,85.38476874,0
23821,B,30.75543978,-83.60538878,Dec,2,12,0.15122565,41,10.00115054,1.759381521,72.84525468,16.26666667
23822,B,32.275,-89.7783,Nov,0,12,0.20599565,134,15.54993925,2.126008741,72.07837183,60.33333333
23823,B,18.315933,-67.224937,Feb,4,12,0.021617888,19,24.17244118,5.230719712,75.47132458,0
23824,D,43.49527778,-111.0436111,Aug,2,9,0.402874616,2477,16.89613795,4.290830318,36.21594887,0
23826,B,33.9225,-81.4742,May,3,16,0.1299646,180,20.57118094,2.860844719,62.93670411,30.7
23828,B,34.8283,-77.5783,Apr,5,16,0.095071319,28,13.88413963,3.603845797,44.57668751,0
23830,B,33.6167,-80.8667,Feb,1,16,0.124783805,93,13.61925553,3.587849219,61.35331089,0
23831,B,38.8,-123.025,Aug,3,0,0.525973442,130,22.11548852,1.712198295,51.59134319,0
23832,B,30.91979,-90.62823,Mar,6,12,0.214802777,90,14.44522982,2.959844194,69.71335403,0
23833,B,34.4606311,-83.88154579,Feb,6,16,0.151078089,376,4.876420836,3.883074131,52.72348698,27.86666667
23834,C,33.86781726,-88.64336662,Aug,2,16,0.19451733,77,28.35899825,1.577037076,65.93109419,8.3
23835,B,30.32,-82.14,Jan,5,12,0.138489373,41,10.32250662,2.342301518,73.90716551,21.86666667
23836,C,31.78711667,-94.02395,Nov,0,12,0.24557034,80,16.71675485,1.918300327,71.18586246,32.5
23837,B,30.91964841,-90.01564315,May,5,12,0.209177735,102,23.69384885,1.887565645,66.31337832,0
23838,B,36.2561,-91.2569,Jan,5,0,0.216997968,130,-1.440740741,1.6,22.08148148,0
23839,C,32.30208,-95.51458,Jan,5,12,0.259115032,109,5.062883635,2.237561382,44.55137396,0
23842,C,32.22278,-94.30194,Jan,2,12,0.247843001,78,1.744494721,1.307878788,21.72815534,0
23843,B,32.19467724,-94.34500628,Jan,0,12,0.248264733,96,1.999014778,0.942692939,28.62852405,4.833333333
23845,B,38.6089,-109.6532,Jun,0,0,0.3911536,1515,24.6196916,1.830933756,33.0712803,6.5
23846,B,32.72457576,-88.60378162,May,5,12,0.194937187,121,22.04481238,2.407756575,69.13424195,6.966666667
23848,D,38.61194444,-82.55333333,Mar,2,0,0.13684339,240,2.957576227,2.991379829,57.16547668,30.33333333
23850,B,36.70361,-82.115,Apr,1,0,0.133953948,685,12.7759507,2.498370629,53.43428185,0
23851,B,33.36395,-110.44895,Mar,6,16,0.402099163,805,15.63625333,3.854560825,22.94010553,1.7
23852,C,37.0628,-91.3441,May,5,0,0.217345137,338,14.34297417,3.28469549,64.82002756,21.2
23853,B,34.9358,-106.484703,Mar,3,16,0.362162744,1755,10.97238235,3.189556753,23.69680542,0
23855,B,35.08030002,-94.74130002,Dec,2,15,0.250025064,208,0.350559405,4.232533753,59.8431125,0.2
23856,D,47.85194703,-94.71750831,Apr,5,15,0.24471495,370,0.811992945,2.519041175,69.02910754,0
23857,B,34.12630999,-92.81825,Oct,4,16,0.232742909,136,22.07061966,2.069781468,69.52853836,50.53333333
23860,B,33.8469,-84.1578,Feb,6,16,0.153955067,305,7.531924838,4.000809591,70.67958051,34.5
23861,B,31.3436,-89.9733,Apr,0,12,0.208467788,119,18.33359175,2.485353128,68.30349738,0
23862,B,32.15049,-95.06573,Feb,5,12,0.255024898,149,10.40164825,3.687228645,66.09183573,0
23863,D,25.684713,-80.498445,May,2,12,0.127952635,10,23.73110504,4.407417375,69.39004594,37.36666667
23864,B,32.770278,-86.742387,Mar,5,12,0.177984476,185,-5.363234127,4.511117725,90.63909403,0
23865,B,44.5059,-73.4862,May,3,15,0.055142415,154,11.07770618,3.101937673,58.44297661,14.1
23868,F,36.26944444,-102.4130556,May,6,0,0.321965587,1225,17.69491745,4.425870709,46.43562048,12.53333333
23871,D,40.64334,-109.87334,Apr,4,15,0.392383276,2741,0.234919104,5.638631546,57.1578265,0
23872,B,30.90545,-90.68202,Jun,1,12,0.215308323,85,27.20734496,0.959171636,71.99238756,0
23873,C,33.880677,-101.195412,Jan,6,16,0.311780878,943,2.215155564,2.842451817,50.57849424,0
23874,C,33.10325076,-81.97244954,May,0,16,0.134943988,85,21.37112042,2.125926674,63.42182444,26.43333333
23875,B,31.17155893,-81.95682451,Feb,6,12,0.136202722,19,10.47752884,2.406960933,75.8118165,0
23878,B,33.9383,-78.4317,Apr,1,16,0.103115665,13,17.78745547,4.423009891,60.76737213,0
23879,B,37.3519,-83.3597,Mar,0,0,0.144695933,350,6.857930168,2.679220248,72.23580641,54.23333333
23880,B,35.1992,-90.7731,Jan,3,15,0.213176181,83,5.354426953,3.479365153,69.2262265,33.96666667
23881,B,34.21282659,-89.71319196,Oct,2,16,0.204071734,107,20.96872269,2.557324466,67.24351086,8
23882,B,34.3183,-78.3417,Mar,1,16,0.102078095,18,9.540529101,4.440152116,64.28707832,0
23883,B,35.75,-82.6167,Dec,6,15,0.138975787,668,1.589607266,2.513283698,75.49216295,89.6
23885,B,30.99,-93.03833333,Mar,6,12,0.237007102,80,13.6565316,2.649749253,61.76742604,127.6666667
23886,B,31.75104995,-83.29407564,Sep,5,12,0.147690503,112,25.80930117,2.398977466,67.65011639,6.466666667
23888,B,37.37890997,-84.62109001,Feb,6,0,0.155985796,363,4.103061274,2.07195181,63.68479579,0
23889,B,36.9825,-94.8311,Dec,1,0,0.249745496,251,2.359507545,2.53952402,68.00339811,0
23890,C,34.58025001,-94.34786,Aug,1,16,0.246669218,304,25.30831381,0.83302851,72.58725844,36.1
23891,B,29.492178,-97.099496,Aug,0,12,0.276153907,129,28.23878399,1.667235784,79.45084446,44.66666667
23892,E,28.77695002,-81.71500002,Apr,5,12,0.135966821,27,24.63035715,3.756732846,63.25923495,14.4
23893,C,36.937,-94.7605,Oct,6,0,0.249111467,247,15.85752938,6.047144418,47.88760091,2.166666667
23894,C,32.57505191,-88.82685961,Oct,1,12,0.19707865,115,15.89000199,2.108882782,71.16492552,84.53333333
23896,B,30.76327,-90.35362,Apr,1,12,0.21239984,63,18.07074399,2.852933592,70.25691942,0
23899,B,42.388,-113.9539,Jun,4,9,0.432232491,1328,17.73937535,4.925997611,46.32714788,9.866666667
23901,C,35.50167,-84.50166001,Mar,3,15,0.155989809,293,7.590351058,3.447637434,58.99932918,58.6
23904,C,40.29526,-93.637752,Apr,3,14,0.236978495,267,6.316703738,5.460926734,65.71413844,14.03333333
23905,B,35.53916667,-79.24283333,Jun,5,15,0.109226146,88,25.45075246,2.034324594,65.11576773,0
23906,B,39.92291673,-80.75293618,Mar,6,0,0.120232302,195,5.162934725,5.195034165,59.14023163,0
23907,B,47.8736,-95.0047,Apr,5,15,0.247393762,374,2.230470929,4.098869866,56.08347151,2.9
23908,B,42.89276601,-77.28493651,Sep,1,4,0.088564132,240,21.00793232,2.540820612,66.47579871,12.6
23909,C,36.27182998,-94.85743999,Mar,2,0,0.250394502,297,10.83896696,4.207058357,53.39802163,73.2
23910,C,37.2817,-76.4133,Dec,2,0,0.083474582,2,12.86591189,3.365004865,70.1289235,4.233333333
23913,B,36.02777778,-92.42611111,Nov,6,0,0.227929646,321,11.2013998,1.970399775,59.0644239,0
23914,B,30.76583068,-99.29124953,Jul,4,12,0.295870732,544,28.37663301,3.186454572,57.65991331,0
23915,C,46.17419253,-92.81172178,Jul,4,9,0.227330155,347,22.30380326,1.890240973,62.8920179,0
23916,B,30.771902,-96.0753168,Oct,5,12,0.265510206,104,25.07878291,3.141958077,70.98941722,81.3
23918,B,26.38554,-98.85491,Dec,1,12,0.295444024,64,-4.689132374,4.710047152,82.52649679,0
23919,E,44.7739,-103.4044,Jul,6,15,0.327835668,881,22.46344488,4.650147559,48.35720134,0
23920,B,31.06905734,-83.77881403,Jun,0,12,0.152537763,77,27.68602453,1.712884636,56.01092965,0
23921,C,37.26123419,-91.07742542,Apr,0,0,0.214779283,307,26.17015873,4.577294973,69.71944444,0
23924,C,31.297301,-88.116951,Jan,3,12,0.191539079,23,16.51002329,3.763150943,79.01689817,115.8666667
23926,B,38.5719,-82.8714,Jan,6,0,0.139699675,234,0.022893592,2.350293289,84.94026659,29.6
23927,B,40.45355,-121.832569,Sep,0,14,0.512924582,789,10.66666667,1.4,62.66666667,0
23928,B,36.6,-78.0717,Mar,0,0,0.098326079,99,5.896448477,3.229244441,43.28894792,0
23929,B,40.3969,-108.1306,Sep,0,14,0.375351949,1905,15.62461234,2.384128944,52.41527125,40.7
23930,B,31.53192,-92.53192,Nov,1,12,0.231904766,70,12.14728976,1.974641841,67.60137093,8.4
23931,B,40.055,-111.49,Aug,2,14,0.40863301,1768,26.12785358,2.789125207,37.84084198,0.333333333
23932,C,33.67083333,-79.04583333,Apr,0,16,0.108685046,2,15.33686773,4.455235641,67.29647514,0
23933,B,47.99164,-122.50479,Jul,2,15,0.517564747,2,15.62277603,3.045408024,74.23755649,3.166666667
23934,B,25.89551,-81.02312,Feb,6,12,0.132396512,5,21.72403686,4.539159802,79.74942766,0
23935,B,30.5325,-84.8699,May,3,12,0.162741915,82,25.28862549,2.439921971,69.31452592,57.53333333
23937,C,36.4917,-88.5567,Mar,1,0,0.192106461,147,9.372337584,3.789731016,67.53385396,106.4333333
23939,B,40.7349,-117.6904,Aug,6,15,0.470517538,1408,20.55177381,3.024977938,32.80986001,0.333333333
23940,B,33.261853,-116.954675,Jun,5,16,0.467210126,272,14.70546729,1.702981159,74.57117608,4.233333333
23944,B,41.17015282,-74.02807645,Jul,3,15,0.060974778,159,22.71813563,2.623721129,73.93808693,57.9
23945,C,31.9329952,-99.077342,Jan,1,12,0.292963873,452,1.013927577,0.648696462,25.13880126,0
23953,B,29.12350999,-98.11139997,Feb,5,12,0.286005837,143,15.95180324,3.878279815,53.07129406,1.933333333
23954,E,44.3591,-117.2938,Sep,2,15,0.465192843,744,20.27791006,2.052497373,40.98871279,0.6
23955,B,30.624378,-96.330893,Apr,0,12,0.268023596,98,18.91024899,4.249095977,77.16262017,53.36666667
23957,B,32.35591667,-82.74897222,Oct,2,12,0.142384319,62,19.39691696,1.528372462,65.76477674,0
23958,B,43.1078,-98.2934,Jul,2,9,0.279547975,434,25.71687151,4.648599218,60.62437454,11.16666667
23959,B,34.59139001,-80.54666997,Dec,2,16,0.121313934,175,11.41205166,3.020968504,65.22195414,22.5
23960,B,40.44167,-74.46388,Nov,1,14,0.065039374,33,9.621145091,3.428591828,66.02553976,23
23962,B,39.149992,-82.252375,Mar,5,0,0.133900047,227,4.617542793,3.24095135,60.01271132,0
23963,C,33.175,-79.94166667,Feb,2,16,0.116909569,17,9.700337302,4.110866402,61.52949166,226
23966,C,37.56133516,-92.69513915,Mar,3,0,0.229560368,362,2.673423707,2.692473157,65.78867053,0
23967,C,38.47276,-78.55852,Apr,5,0,0.101590029,540,13.01374378,2.280214312,60.98012003,0
23968,C,34.8482,-95.01569999,Mar,4,16,0.252733419,182,9.588989792,3.278670702,68.18679139,11.13333333
23969,C,42.64255,-102.4611,May,6,4,0.319441591,1134,15.32553863,3.733795194,51.52085781,21.3
23971,B,31.02267521,-83.21927174,Feb,2,12,0.147568094,65,14.80264644,3.092835051,59.85914695,56.33333333
23972,C,33.28886135,-82.70851831,Jan,0,16,0.141370802,161,0.782839787,0.56841306,22.22551253,0
23973,D,39.77497,-108.2662,Apr,6,0,0.37695929,2141,3.161111295,3.421254705,50.48420898,11.2
23974,B,32.96530001,-103.3442,Jul,6,12,0.333028543,1197,29.89870821,4.87685131,47.59036636,6.7
23977,B,31.43037575,-83.20315795,May,2,12,0.147116188,99,21.155367,2.280494456,58.80295637,0
23978,C,26.33,-81.54,Jan,5,12,0.136574336,9,12.15183782,1.818418934,52.15354644,0
23979,D,28.44,-81.25,Jun,0,12,0.132125417,26,26.32183328,3.529722794,67.14652277,0
23981,B,32.2871,-83.6919,Sep,1,12,0.150858812,116,24.1994469,1.923440966,68.60536486,0
23983,D,30.39541667,-95.42568333,Feb,5,12,0.259714741,89,15.41296083,3.243232265,70.56605294,13.43333333
23987,B,43.2539,-102.4227,Aug,4,9,0.318860789,978,25.04988738,4.27759729,50.40857812,4
23990,C,34.2931,-89.8353,Mar,5,16,0.205138513,119,10.94196284,3.831132742,59.34926065,73.93333333
23991,B,34.45472,-77.54036,Feb,4,16,0.094977502,3,11.57908265,3.42657563,72.13898248,40.6
23992,C,34.45393,-79.02894,Aug,2,16,0.108022505,31,26.50063442,1.476080759,68.99374756,0
23993,B,47.9583,-99.0712,May,1,15,0.285672112,448,12.69738039,5.140301722,66.92171906,38.7
23994,B,21.4358788,-158.1631012,May,6,12,0.923990953,9,23.05296365,3.21572734,71.96471558,33.33333333
23995,B,48.8276,-121.2204,Aug,6,16,0.504227944,1416,15.81031851,2.53208126,79.34790165,0
23996,B,33.3003,-110.4518,Jun,1,16,0.402170736,783,28.48631469,4.325393308,14.66983281,3.633333333
23997,B,35.03944002,-79.63884002,May,3,15,0.113019003,105,18.73402445,2.642247702,56.08318781,35.33333333
23998,F,43.1639,-102.6796,Apr,5,9,0.321359696,975,5.349334405,4.019554819,63.49890476,7.033333333
23999,B,36.77667002,-104.6567,Jun,5,0,0.343311962,2294,17.39909603,4.929687035,36.51041653,2.133333333
24003,B,31.6819,-89.9203,Dec,1,12,0.207729662,148,6.180612668,2.81195507,65.08179355,57.36666667
24004,B,38.5091667,-90.543,Nov,6,0,0.209209847,225,10.96871936,3.885861303,69.51910373,65.86666667
24005,B,39.4805,-110.0576,Aug,4,0,0.394721595,2198,22.14643212,2.069250472,38.1710191,1.633333333
24007,B,42.72161,-97.48764,Apr,2,4,0.272070773,443,6.894585696,5.790870428,54.49506438,2.733333333
24008,B,35.69109001,-91.4365,Aug,5,15,0.218986841,68,26.84149376,1.77689665,67.68815066,20.4
24009,B,31.61954998,-98.30814,Dec,3,12,0.285906891,424,14.33786815,2.277095949,62.84496636,0
