,fire_size_class,latitude,longitude,discovery_month,disc_dow,Vegetation,remoteness,elevation,Temp,Wind,Humidity,Precipitation
0,C,18.105072,-66.753044,Feb,6,12,0.017923388,953,24.70016487,3.698918563,77.1306396,0
1,B,35.03832998,-87.60999999,Dec,0,15,0.184354952,248,4.968987629,2.522647284,64.06826441,22.73333333
2,C,34.9478,-88.7225,Feb,6,16,0.194543513,160,5.437815261,2.994720868,76.0710253,76.36666667
3,B,39.6414,-119.3083,Jun,0,0,0.487447455,1288,17.80490422,3.708197941,39.09102889,5.866666667
6,B,31.31697802,-83.39364888,Jan,5,12,0.148903825,88,10.42888913,1.242472171,51.10949905,8.666666667
7,B,30.90472001,-93.55749999,Nov,5,12,0.241893505,43,18.09483474,1.409662985,75.29516067,19.03333333
8,B,35.90031,-92.06118,Aug,2,15,0.224629406,208,27.62939146,1.76710513,66.99076192,3.3
9,B,48.8394,-99.7185,Apr,0,15,0.291682627,594,5.838720635,6.453449191,58.2957949,4.7
10,B,30.84533929,-83.12798679,Mar,5,12,0.146888352,63,8.542391745,1.986060707,68.4466266,36.96666667
13,B,31.76738,-93.14687,Jul,6,12,0.237431209,51,26.32390258,1.806809845,75.83769552,22.36666667
15,B,33.98860931,-103.1352768,Feb,0,16,0.330323382,1274,4.990834714,6.019710216,41.46224616,6
18,B,35.73848,-79.49695,Feb,3,15,0.111342709,193,2.565187692,3.220316664,48.72696497,29.63333333
21,B,33.779575,-96.025915,Dec,5,16,0.262885026,175,7.432328814,4.48070859,58.73447726,0
24,C,31.43518075,-88.99948898,Apr,5,12,0.199485364,82,14.71354552,1.850697706,58.11961851,0
25,B,17.98888,-67.04792,Jan,4,12,0.020531527,66,24.83791718,5.704589061,67.59476461,0
26,B,35.7189,-92.335,Jan,6,15,0.227269734,359,1.163565891,0.449147287,25.36379928,0
27,B,33.9375,-81.30416667,Apr,5,16,0.128446275,134,15.57613095,2.848518518,56.98386243,44.33333333
28,B,42.73193374,-77.90597641,Apr,5,4,0.094047941,240,6.319504084,3.326073177,67.38766661,31.2
29,C,31.1222,-88.0994,Jun,6,12,0.191511624,69,25.11597201,3.195374458,72.58729944,73.46666667
31,B,48.833,-99.7836,Apr,5,15,0.292302716,599,-1.597603159,6.157379713,74.9040364,17.2
32,B,34.8928,-84.7615,Jan,0,16,0.158699888,247,0.741891892,0.716441441,19.63288288,0
33,B,33.669209,-95.490213,Sep,1,16,0.257938124,183,30.2625979,4.28805992,49.04767376,1.7
35,C,31.259,-84.8956,Oct,3,12,0.16241594,66,18.66362429,3.079237175,63.20471417,0
36,F,33.2418,-104.9122,Jul,5,16,0.347990707,1418,32.82421007,3.855707465,24.26019965,0.833333333
37,B,28.42583,-81.39111,Mar,6,12,0.133388985,29,16.21439668,3.53161,65.26323588,39.53333333
42,B,32.87732378,-82.72099158,Jan,5,12,0.141766232,141,10.30369043,0.754421105,52.65463859,0
44,C,32.56499998,-96.1751,Sep,2,12,0.265119968,136,27.47496026,3.07857249,62.5622764,33.2
48,C,37.46458863,-81.49122444,Apr,2,0,0.127991883,629,11.04443948,3.6693028,48.80377848,23.5
49,B,32.232007,-94.478323,Aug,0,12,0.249481022,119,30.02963684,2.842024772,65.01125437,0
51,B,47.21028723,-93.47281993,May,5,15,0.233241731,404,5.435097002,3.963432425,59.75952681,11.26666667
53,C,29.60577,-99.7186,Feb,3,12,0.300849982,469,13.88063023,3.383597433,56.62981739,0
54,B,43.85158,-108.19147,Jul,4,9,0.374651711,1286,23.63353578,2.902620993,37.42177876,2.9
55,B,32.38856,-94.68856,Oct,5,12,0.251330447,106,21.55684247,2.164153601,66.89066083,51.96666667
56,C,36.5865,-96.32322,Dec,5,0,0.263942762,278,5.789587617,2.905872399,80.72062587,90.86666667
57,D,35.47333333,-84.45,Oct,6,15,0.155543155,309,12.25534525,1.508947577,70.75074443,53.4
58,B,42.40379312,-73.41862982,Apr,0,9,0.055253401,313,5.763037091,3.193479449,64.29002567,50.66666667
59,C,36.81666667,-82.65166667,Apr,3,0,0.138669868,755,7.809499465,3.17718566,53.29464777,0
63,B,29.52,-83.26,Sep,4,12,0.14911702,13,25.97780405,2.357892203,79.82877054,0
65,B,32.80707917,-94.57469159,Jan,4,12,0.249971632,95,3.43456323,0.793913592,21.75611713,0
66,B,47.342389,-92.822977,Apr,5,15,0.227184588,399,4.736397002,2.525104146,50.90876622,0
72,B,29.77036999,-97.22999998,Feb,2,12,0.277157817,119,13.59457672,2.84462963,63.61918346,0
73,C,43.94039999,-98.51480001,Oct,0,9,0.28137141,452,11.80389128,3.879176027,60.6163341,14.93333333
75,B,45.0422716,-89.03498935,Apr,0,9,0.192858208,402,2.671847826,7.457391304,74.9537037,0
77,B,32.27594,-102.7609,Feb,2,12,0.327900661,991,8.018409188,4.323565112,38.1306038,0
78,E,34.33,-117.5130556,Jul,5,16,0.472150203,1108,28.17166149,2.671395264,45.56319547,0
81,B,37.82518,-93.74782,Sep,6,0,0.239193315,261,17.42136018,2.659221956,69.25446849,14.4
83,C,41.51085,-109.50637,Jun,1,15,0.388408431,1956,15.07154497,5.527476415,32.85349555,0.6
85,B,31.52155134,-83.3011096,Dec,3,12,0.147923431,103,9.698657847,2.389466931,62.76326609,0
86,C,32.28853889,-82.40083333,Mar,1,12,0.139329817,75,10.16202164,2.610480348,72.81673245,0
87,B,34.9,-111.4333333,Jul,0,16,0.410841248,2176,19.98323232,3.824646465,50.34343434,0
88,B,35.29805555,-120.48,Aug,6,15,0.501749805,487,19.47419569,3.683288936,66.7703414,0
89,B,25.334719,-80.805556,Apr,1,12,0.131003293,2,22.52917967,5.232641357,73.21996999,0
91,C,47.8666,-94.9169,Apr,6,15,0.246574558,383,0.749481631,4.837027138,62.01946267,17.23333333
92,B,43.71814,-89.52824,Jun,2,9,0.197762667,255,17.89554642,1.999708175,62.90294122,0
94,B,35.06351,-93.35006,Oct,4,15,0.237079695,108,16.88625904,1.648675951,65.83424317,27.13333333
95,B,32.25136667,-82.91357222,Jan,5,12,0.143927842,86,8.215994572,1.963602917,61.32110962,0
97,B,32.78947346,-84.84721729,Feb,2,12,0.160867452,250,12.4331389,2.484804469,65.25537673,34.86666667
98,C,45.76867435,-116.3321016,Aug,5,15,0.455089149,568,21.12740188,0.538761608,58.48434394,0
99,C,31.0847,-88.5464,Dec,3,12,0.195613592,32,13.17772284,3.802843088,76.47545326,121.0666667
100,B,41.55579979,-74.40212285,Apr,5,15,0.064044485,180,7.432636893,4.458556871,53.72457968,0
101,B,34.55,-79.0167,Feb,6,16,0.107853338,33,8.965137985,2.674125565,67.64445128,19.93333333
102,C,32.4929,-84.1167,Apr,0,12,0.15451747,141,14.12587302,3.91494709,67.59804582,430.0666667
104,B,37.2936,-83.2331,Mar,4,0,0.143596061,357,5.676869916,2.990273896,71.17496513,46.76666667
106,B,31.133234,-81.55446249,Nov,5,12,0.132657171,9,16.88633727,3.375045015,67.841669,9.233333333
108,B,34.15052242,-84.40011591,Feb,3,16,0.155929136,320,3.008464555,2.338022246,50.51521895,0
111,B,34.9102,-85.4287,Mar,5,16,0.164694062,548,9.211014536,3.71116366,66.45162991,201.3333333
112,B,29.14,-82.33,Nov,6,12,0.141133311,42,19.3273559,2.571702921,68.88091429,0
113,C,35.03680041,-95.26930239,Jan,3,15,0.254986745,344,4.708953322,3.729115595,59.56465952,0
114,B,47.41333333,-94.49,Mar,3,15,0.242672334,394,-5.923546269,4.055767418,68.6689101,0
118,B,30.2370808,-97.8383698,Nov,4,12,0.282524787,233,17.79633231,3.615074465,60.84154018,30.13333333
119,B,37.1575,-107.0202778,Sep,5,0,0.366082682,2421,7.433729462,4.409871077,37.88091175,0
120,C,30.41306,-103.1489,Jun,5,12,0.333033724,1658,26.78062561,4.535616124,39.41982802,0
121,B,45.5639,-107.4868,Oct,0,15,0.367262058,989,12.12149079,2.731497601,56.98127097,15.33333333
122,B,43.285295,-95.7828301,Nov,1,9,0.255846647,448,6.666464837,3.054125719,73.86289367,0
124,B,34.8839,-98.2039,Aug,1,16,0.28268576,411,34.19526416,4.043779291,37.12452243,0.266666667
125,B,31.4636,-81.3551,Jul,2,12,0.130639424,2,28.71783317,3.655958996,66.58728975,61
126,C,34.80025167,-89.65493016,May,2,16,0.203161515,121,17.18981482,4.343558201,59.26786646,53
128,B,32.9878,-89.6958,Mar,3,12,0.204736298,100,6.21637434,3.813077276,58.05212859,37.26666667
129,B,40.74611111,-75.74861111,Apr,6,15,0.076024663,318,10.05496972,3.699447184,65.13421475,97.33333333
130,C,36.78186,-96.004014,Dec,4,0,0.26083623,221,-0.47356583,1.92034307,82.39999557,15.56666667
131,B,33.2892,-110.4575,May,6,16,0.40223466,777,26.19796016,4.465488356,18.06645393,0.666666667
132,B,30.11,-82.04,Jun,1,12,0.13776582,63,28.13915948,2.81058774,67.53645299,5.866666667
133,B,32.0988,-84.7623,Mar,1,12,0.160596367,191,15.03360897,3.334302407,68.43251845,90.73333333
134,B,40.86545041,-72.93647803,Jul,0,15,0.051717924,17,22.51130713,3.109646996,73.28577662,20.63333333
135,B,36.3389,-91.5364,Mar,6,0,0.219527077,168,10.98228087,4.263570743,70.34350078,0
137,B,47.68795,-117.237,Sep,3,15,0.463820571,605,18.61072217,1.623444643,43.07373889,6.966666667
138,B,31.025575,-90.377754,Jul,4,12,0.212420337,113,30.52012447,1.141587923,66.85668624,0
141,B,35.150426,-101.856664,Jul,3,15,0.317297675,1116,25.50931125,6.107512352,48.11206734,68.33333333
142,B,33.9848,-110.0857,Jul,4,16,0.398095089,1806,26.50382334,4.922707429,21.93947489,2
143,C,33.31660999,-96.06086,Dec,0,16,0.263525092,178,7.247470734,2.96693742,64.11080186,0
144,B,34.1156,-81.4619,Apr,5,16,0.129728399,137,13.6945568,2.716694395,66.0045967,22.83333333
145,B,31.04372295,-84.97758751,Oct,4,12,0.163316571,48,16.43723983,2.74488961,71.58284157,86.53333333
146,B,46.1144,-100.6923,Apr,0,9,0.301474802,515,-0.515472305,4.070660856,72.12353759,2.066666667
148,B,34.301426,-79.426903,Mar,6,16,0.111621392,25,9.904897959,2.888559515,67.19152873,0
150,D,34.98778,-103.2794,Jun,3,16,0.331070469,1288,26.88250113,5.063048909,31.88289538,27.7
152,B,31.96458,-95.10625,Jul,1,12,0.255538738,178,29.59653181,4.149546573,64.49764251,0
153,C,34.461468,-86.799757,Apr,2,16,0.177367687,192,10.09865433,2.579399216,63.36053595,0
154,B,33.58500167,-95.08555556,Aug,5,16,0.254208821,130,33.12785617,1.952787282,42.99061332,0
155,C,30.2006,-81.705,Apr,2,12,0.134716493,20,19.37208259,3.901683977,74.18907811,25.76666667
156,C,33.628128,-94.858296,May,0,16,0.252056154,139,24.41718368,2.491123518,60.80052195,0
157,B,29.1325,-81.62,May,1,12,0.134826431,23,25.13127502,2.76347772,73.26728769,0
158,C,33.37021,-98.44781,Feb,1,16,0.285983782,331,7.97537551,3.6472805,70.55367446,75.1
160,B,34.22433002,-95.58433997,Dec,2,16,0.258452923,148,6.438648089,3.653983565,59.24232099,3.966666667
161,B,33.05,-97.514,Feb,2,16,0.277379385,227,11.58817313,4.535122619,51.68277539,12.96666667
162,B,32.25719,-85.40776,Apr,1,12,0.16629118,122,15.25041789,2.791711891,51.22434282,0
163,B,31.7686,-89.2439,Feb,1,12,0.201472006,108,7.991653393,1.539738287,65.99764132,3.733333333
164,B,33.6767,-86.9606,Sep,3,16,0.179340325,132,23.39411944,2.246563314,68.72038919,9.766666667
165,C,48.0443,-118.3853,May,0,15,0.475402758,454,12.98454265,2.797927435,53.51685754,20.03333333
168,B,33.70444133,-112.1760022,Jun,6,16,0.418991828,425,35.23485055,3.537268384,13.66590846,0
169,B,34.1086,-79.2922,Apr,1,16,0.110561558,24,18.54723185,4.389219784,64.16880007,0
170,B,33.310308,-87.777564,Apr,2,16,0.187005889,95,17.01633057,3.473789797,66.73946646,37.6
172,B,35.125,-82.5203,Mar,4,15,0.138496957,374,8.097983076,3.458399707,67.79230364,100.2666667
174,C,29.59138997,-98.09027999,Jan,3,12,0.285422306,186,4.297512437,1.069161677,18.86304129,0
175,B,42.82194189,-73.35379719,Apr,3,4,0.05454647,330,8.672936877,2.497166739,52.57023167,37.43333333
177,C,38.2747174,-81.68021598,Jan,4,0,0.129245474,325,5.24403742,3.112475739,68.88170678,113.8
180,B,31.6086,-89.8714,Jun,3,12,0.207335651,127,26.66621028,1.883474879,65.49144223,50.9
181,B,33.9833,-78.9833,Mar,5,16,0.107927792,24,13.44865881,3.808468384,66.32812805,0
183,B,38.43800893,-81.34133251,Dec,5,0,0.126154963,347,5.305181232,2.286984718,57.77495926,15.4
184,B,38.00945,-77.46472,Feb,6,0,0.092252073,69,8.121580796,2.375969428,61.471591,49.46666667
186,B,34.3428,-89.8114,Sep,1,16,0.204887281,104,25.7394129,3.607402485,56.40236308,20.46666667
187,B,33.7319444,-109.026667,Jul,6,16,0.387828174,2137,24.77940215,3.450631057,34.02751716,0.8
188,B,32.1975,-95.11972001,Jan,2,12,0.255495692,135,4.6593819,1.381898455,17.18984547,0
190,B,36.85888889,-78.08666667,Jan,4,0,0.098311246,122,1.125748803,0.81234369,44.56588143,0
191,B,32.13443684,-81.92211196,Feb,6,12,0.135181171,48,9.702686626,1.165884448,75.62207154,0
192,B,40.22861111,-120.6713889,Jun,1,14,0.501108479,1755,13.59842631,1.385367206,60.22807163,1.666666667
193,C,32.51734167,-83.2437,Dec,2,12,0.146685776,122,10.86357403,1.947921889,72.53272821,0
194,C,37.52616001,-83.67308001,Nov,6,0,0.147405361,203,9.800666178,1.338117196,71.65367948,75.8
197,B,33.71,-84.2811,Mar,0,16,0.155152279,269,9.891729325,3.789834784,58.11336072,60.33333333
198,B,29.04056,-82.01278,Mar,1,12,0.138393032,33,14.53846805,3.49572352,63.37704535,0
199,B,42.9758,-108.9493,Mar,2,4,0.382382047,1789,-0.046919531,3.137453601,50.7597264,11.5
200,B,46.76948,-116.345022,Jul,4,15,0.454988353,1181,25.14940696,1.249962522,45.73796167,0
202,B,44.33319999,-100.117,Apr,2,15,0.296466158,464,7.179535329,5.780729029,67.98478598,7.233333333
203,B,32.92892624,-83.41705824,Feb,4,12,0.147946016,172,7.937383509,2.872959308,59.99871212,0
204,B,42.68452,-97.4667,Apr,0,4,0.271886444,464,9.382368484,5.506371088,58.38574359,16.16666667
205,B,33.2110576,-99.77,Dec,2,16,0.298638661,493,4.011056731,4.052646695,65.65046723,7.933333333
206,B,32.0471,-83.6526,Jun,5,12,0.150680446,140,24.43899947,2.234548375,76.11653111,25
208,B,32.0363041,-98.4500262,Sep,2,12,0.28694359,391,27.63902023,2.736965243,60.10212197,24.86666667
209,B,35.29543,-79.66157,Apr,5,15,0.113061085,211,15.96353857,3.225952661,55.98618896,0
211,B,33.7481,-87.6419,Feb,3,16,0.185476968,189,15.14813728,2.325696389,74.42733175,110.2333333
212,B,28.78694001,-81.09472998,May,6,12,0.13045551,10,22.70580186,3.528718665,72.42989606,66.9
215,B,44.4163,-74.0025,Aug,1,15,0.05961141,455,14.94409416,1.249785599,77.52663257,11.96666667
216,B,32.55891177,-83.86065995,May,3,12,0.152176005,154,18.06984355,2.823942379,73.34353032,0
217,B,33.483334,-79.349998,Nov,4,16,0.111486392,16,15.68299334,2.04238586,66.4870108,0
219,B,33.55983163,-84.47725968,Nov,2,16,0.157013721,278,12.70756841,1.834957023,71.4351383,18.03333333
220,B,32.45075,-82.61933333,Dec,0,12,0.14116067,96,10.21173553,1.730525441,70.7498797,0
221,B,41.85472222,-77.70888889,Apr,4,15,0.092648304,569,6.506178669,5.211629982,66.46348155,34.4
222,B,31.55336502,-90.38181672,Nov,3,12,0.212060173,148,10.74899613,2.352984904,67.1626687,0
224,B,34.95,-79.55,Nov,0,16,0.112292244,113,13.82434471,1.713687473,63.96231906,2.633333333
225,B,35.5773,-106.3884,Jan,0,15,0.36082993,1669,-0.393715847,1.420491803,17.04761905,0
227,C,37.73305556,-91.075,Mar,4,0,0.214503709,351,6.755010496,3.880498954,55.15020617,27.36666667
228,B,36.7539,-84.7225,Mar,6,0,0.157241875,322,9.668959455,2.398867334,57.51877032,0
230,B,30.3595,-84.8169,Jun,3,12,0.162400729,36,27.0997089,2.289672295,72.61244428,136.4
231,B,44.52463094,-88.99604272,Apr,4,15,0.192648714,266,4.784767566,4.069692493,68.385436,20.66666667
232,C,27.0042,-80.3196,Jul,2,12,0.125151031,10,25.84003572,1.958600669,79.85685778,0
233,B,42.65472566,-77.7045713,Apr,5,4,0.092313839,349,5.904224424,3.356315272,56.2480122,18.26666667
235,B,31.56061498,-96.29158335,Feb,0,12,0.266942918,141,11.74632727,4.429056468,61.23344974,14.36666667
237,C,34.197,-103.532,Mar,0,16,0.334009691,1243,13.64385764,6.109215142,24.64752201,0
240,D,46.32555556,-115.5211111,Aug,0,9,0.446785415,1359,21.083548,0.856419004,53.8353276,7.366666667
241,B,36.0107,-80.650283,Jan,5,0,0.121359834,270,1.95590864,0.508672625,26.25555556,13.23333333
242,B,44.52476,-123.32556,Aug,1,15,0.526836074,75,22.01723671,3.840661961,52.15457936,0
244,C,35.89480001,-94.69501001,Dec,6,15,0.249098693,365,7.517200863,2.925960591,77.2902645,0
246,B,27.52,-81.88,Jan,0,12,0.138517147,29,6.216666667,1.14,23.58974359,0
250,B,18.085781,-66.990143,Mar,5,12,0.019930176,108,25.9705034,5.729860829,82.47542918,0
251,C,30.54395234,-88.4540867,Feb,2,12,0.195187967,10,13.31450777,3.465133526,74.57612659,8.866666667
252,B,31.171103,-90.388669,Mar,3,12,0.212410022,127,14.0318055,2.338532178,66.50528539,0
253,B,36.39874,-80.0059,Dec,4,0,0.115441428,192,3.857969,1.631873232,67.95730492,0
254,C,30.823796,-96.380568,Aug,6,12,0.268336079,117,29.31677905,2.636351814,66.77343306,0
256,E,48.84519561,-96.59908638,Apr,4,15,0.262185325,300,8.86555528,5.054950653,51.85575358,0
258,C,34.16972836,-84.68370595,May,1,16,0.158463558,275,20.67105873,1.366415043,59.9270893,1.966666667
261,B,35.34527778,-82.63527778,May,4,15,0.139386122,765,16.00110497,1.474650456,65.8463998,0
263,B,21.4486752,-158.0296021,Apr,0,12,0.922435683,162,21.68343537,4.9416548,70.66422423,0
264,C,32.98789983,-98.63562799,Jun,0,12,0.288024992,320,25.60138976,3.074919481,61.42577092,3.733333333
266,B,43.255,-100.8376,May,6,9,0.303680272,827,7.982168964,5.710355054,63.26190139,59
267,B,36.568867,-119.481683,Dec,1,0,0.490799254,104,5.664393181,0.986495557,63.58578758,7.566666667
268,C,34.0804861,-83.86163681,Jan,1,16,0.151146535,299,2.316872428,0.595061728,19.65843621,0
269,D,45.0917,-100.4587,Apr,0,9,0.29950621,589,6.2348627,5.157521053,51.8298669,0
270,B,30.59435,-97.7886,Feb,6,12,0.281774834,320,10.81699946,3.609285979,57.74600938,0
272,B,46.347297,-94.317311,Apr,4,9,0.241285538,370,7.832418611,4.286357885,58.69379094,0
273,B,18.248112,-67.012444,Jan,6,12,0.019920329,231,8.14367816,1.765517241,22.2037037,0
274,B,33.50411,-116.3795,Oct,0,16,0.461235574,1885,17.79017752,2.192239472,53.69125439,0
275,B,35.7217,-83.5533,Nov,3,15,0.147356896,548,13.08022996,2.708892823,60.82019775,16.46666667
276,B,31.359876,-89.39684914,Feb,4,12,0.203175034,79,10.03550119,2.073532177,59.13780169,0
277,B,45.28217824,-88.82622296,Aug,3,9,0.190886644,437,13.51493056,2.331944444,29.45614035,1.5
279,D,31.10221999,-93.93528001,Apr,4,12,0.245256902,93,18.17839212,2.271254811,70.02558291,16.8
280,B,32.1151,-81.7517,Feb,2,12,0.133680743,38,-12.67486717,4.120470737,78.04569961,0
284,C,34.11264952,-88.55461438,Oct,4,16,0.193546347,96,18.03723385,2.615706816,67.89723881,36.16666667
285,B,31.86916999,-94.40139002,Jun,0,12,0.24902716,116,23.78014593,2.284767306,68.94282132,0
286,B,33.7556,-109.6509,Jun,0,16,0.393958248,2289,17.45318224,4.920038897,35.47807588,0
287,C,32.1567,-95.54642,Feb,3,12,0.259517909,137,9.739316869,4.690950623,68.81411828,29.93333333
288,B,37.17117,-93.16324,Nov,1,0,0.23411249,372,14.06078182,3.470799916,60.92566157,3.466666667
289,C,42.1167,-96.367,Apr,5,9,0.261743243,372,7.347615873,7.556360847,75.19650066,35.76666667
290,B,39.4555,-109.9757,Aug,2,0,0.393925017,2034,24.63372851,2.229105188,46.74818395,0
292,B,33.75914165,-85.14282755,Jun,3,16,0.16286387,401,25.15966155,1.638663579,58.4436453,21.26666667
293,B,46.81194444,-115.3441667,Aug,1,15,0.444898469,1640,15.53906427,2.11442183,42.90577015,10.6
294,C,31.6067,-89.965,Feb,3,12,0.208195237,124,7.238189083,3.106890874,67.18110243,0
295,B,28.84314273,-98.72458693,Mar,2,12,0.292043217,147,15.05148779,2.948479093,62.71764365,3.6
296,B,33.16215,-94.94499,Feb,4,16,0.253182798,116,9.11477727,3.88919546,65.15934693,0
297,B,39.28266823,-80.58605765,Apr,1,0,0.119052711,414,11.17292587,3.389382166,39.10609345,0
299,B,32.76585201,-84.0409446,Feb,5,12,0.15364551,154,5.477055799,2.494856748,39.65517606,0
300,C,30.58161,-88.28403,Feb,1,12,0.193608664,48,9.534503969,4.072156085,71.52139236,481.2
301,C,33.535242,-96.2883,May,2,16,0.265511614,234,22.96956796,3.745067343,59.18941054,0
302,B,32.85305555,-116.885,Jul,0,12,0.466788404,231,17.91643813,2.119155706,73.93618777,1.666666667
304,B,34.8217,-77.3583,Aug,0,16,0.093153866,21,24.44189377,1.890462553,73.70240097,0
306,B,43.24158503,-73.398691,Apr,2,9,0.054787918,166,10.98388763,3.008258131,60.0874647,23.96666667
308,B,39.951177,-122.200397,May,6,0,0.516930826,93,19.52220157,3.245849238,46.36620235,0
309,B,37.11305555,-120.3469444,Jan,2,0,0.499332584,60,5.908408297,1.544818876,73.60878137,6.6
311,B,34.9197,-88.3239,Mar,3,16,0.190925906,150,10.18391156,3.611854828,58.39447065,31.76666667
312,B,35.92829376,-119.3128859,Jun,3,15,0.489449877,77,23.76599519,2.705241179,36.98573047,0
313,B,46.1525,-100.6915,May,1,9,0.301458187,501,5.972135592,5.873952308,53.86392289,20.66666667
314,B,34.73229999,-95.29599771,Sep,4,16,0.255427655,243,19.52106929,2.219397741,71.54837485,0
315,C,34.82717,-95.255,Feb,1,16,0.254984205,252,6.890374284,3.82825303,64.521728,16.2
318,B,37.7073881,-81.73046153,May,2,0,0.129986501,678,15.26295734,3.981328834,55.62540067,29.36666667
320,C,33.11641583,-83.40968181,Apr,6,16,0.147750186,162,15.01408577,3.300780133,57.55340256,21.2
321,C,38.3936,-82.8272,Nov,6,0,0.139394889,263,12.06183166,2.497753796,61.17631048,52.46666667
322,C,45.87667,-117.605,Aug,3,15,0.467933322,910,20.38815034,1.98715213,70.34956562,0
323,B,48.8525,-99.685,Oct,1,15,0.291362207,594,12.57529215,5.393454142,66.22322446,19.5
324,B,32.1841,-83.3691,Feb,1,12,0.148045249,69,8.286898585,3.334895369,67.66843513,21.1
325,B,31.8417217,-95.0212296,Jun,6,12,0.254833872,109,27.15112587,2.731178874,68.75250647,0
326,C,33.675,-79.225,Jul,1,16,0.110257613,7,26.29043332,3.526728618,78.99353477,0
327,B,31.39087999,-93.90881998,May,4,12,0.244792788,69,23.43272951,1.22306174,74.0809359,0
328,B,30.524226,-87.522374,Apr,4,12,0.18672357,24,17.0975756,3.31292378,67.06729196,1.5
332,D,48.55069065,-96.49491161,Apr,6,15,0.261249213,318,1.285170311,5.09841086,66.69248658,0
334,C,36.31825,-83.74987,Jan,6,0,0.148765322,414,4.006639169,0.758042193,78.12961205,0
335,B,33.31781504,-98.5987667,Jul,4,16,0.28744882,379,28.77737823,2.486664968,57.20060797,82.4
336,C,37.7697,-83.6672,Feb,1,0,0.147223297,267,6.030048819,3.003623975,68.01556437,37.43333333
337,B,32.70020924,-83.66788463,Mar,1,12,0.150350075,110,16.88815883,2.21029673,66.19770687,17
338,B,35.6845,-106.5517,Jul,1,15,0.362356855,2356,22.54166667,3.772222222,39.38888889,0
339,D,34.825535,-101.027527,Aug,0,16,0.309565442,720,29.67534648,5.32469859,38.81430291,30.8
340,C,31.957697,-97.94363,Jul,6,12,0.282211808,296,27.88431745,3.106976702,42.78711597,1.366666667
342,C,33.0331,-86.7289,Sep,2,16,0.177679154,192,23.58549578,1.439493433,67.21260728,4.4
343,B,34.93982412,-88.70155732,Mar,2,16,0.194357371,159,7.331299366,3.387870386,66.51051287,0
344,B,33.77555556,-108.8855556,Nov,3,16,0.38641165,2449,8.564157664,3.087453763,47.00086874,13.76666667
345,B,27.48,-81.3,Apr,3,12,0.133403165,22,22.57410462,2.838731801,65.48869408,13.33333333
347,B,31.7893,-81.6331,Mar,0,12,0.132865192,26,18.447697,1.216955877,69.9871196,17.83333333
348,B,30.23542,-94.31042002,Jun,2,12,0.249422906,21,26.69969132,6.041285949,78.07510762,0
351,B,32.73962,-93.95191,Mar,2,12,0.244214624,61,12.68596617,2.985085116,66.87116815,29.16666667
353,B,30.18590914,-98.07688903,Jul,5,12,0.284818959,373,30.00125294,3.18867778,59.49377902,61.5
354,C,28.3,-81.67,Dec,6,12,0.135972063,56,18.79944445,2.903875661,79.18566695,93.73333333
355,B,33.145448,-86.70158,Feb,6,16,0.177354159,160,5.401669606,2.442170004,64.75685311,55.26666667
356,B,29.46059,-98.03959,Jan,6,12,0.285049703,163,6.99530926,1.771832084,38.81141623,1.8
357,B,35.6995,-80.25333333,Apr,1,15,0.118036201,193,14.73530088,1.36377501,57.33101712,0
359,C,31.49792,-94.11875,Oct,2,12,0.246667476,91,19.328877,2.027725968,56.9208568,0
360,B,46.49912396,-87.45859711,Apr,5,9,0.178135027,377,1.03774491,3.863818532,72.09974952,126.9333333
361,B,32.37227778,-83.84344444,Aug,1,12,0.152154706,143,27.37872872,2.272139803,75.30794274,17
362,C,37.37890002,-83.44139997,Mar,3,0,0.145411827,318,5.563186014,1.847490946,65.50767319,27.36666667
364,B,34.6242,-92.3533,Jul,5,16,0.228115355,92,25.76815933,2.921433188,77.91412769,78.76666667
365,C,29.8,-83.34,Aug,1,12,0.149605279,18,27.45680518,1.552605099,67.74749827,0
366,C,47.86282456,-94.78310872,Apr,6,15,0.245325549,376,-0.03170263,2.529481275,69.78604262,0
367,B,36,-81.35,Feb,6,15,0.127564015,525,5.45778909,2.508642969,55.56170014,32.53333333
368,B,42.9808,-108.4483,Apr,0,4,0.377458916,1527,7.370079899,4.419630956,42.6880136,17.4
370,B,29.43,-82.66,Jun,2,12,0.143834885,19,24.32240492,1.861748274,72.94677886,0
373,B,42.59845,-96.59732,Feb,1,4,0.263730687,339,3.855257976,4.906243149,77.54174071,21.63333333
374,B,32.37180688,-109.6627996,May,0,12,0.395032092,1287,20.22790911,2.337476383,25.29035678,0
375,B,33.375966,-94.0749083,Sep,6,16,0.244919887,95,19.60785224,0.92473995,82.67078574,8.1
377,B,38.86861111,-79.36194444,Apr,3,0,0.108453123,453,7.918920869,1.127420303,61.73906395,0
379,B,32.52252,-81.1693,Sep,5,12,0.128220465,17,21.84071057,2.630310396,76.38971223,0
381,B,31.4205505,-100.3253369,Dec,1,12,0.30521074,562,9.702774831,3.916386072,44.18178539,0
382,B,35.12,-77.83833333,Apr,3,15,0.097162564,33,17.9888377,1.406768516,57.41225684,0
384,B,37.10551834,-82.8234024,Dec,4,0,0.140041021,495,2.595021028,3.663751299,66.61378574,0
385,E,42.2017,-96.5558,Mar,1,9,0.263485515,389,4.141857768,4.220781093,71.19713682,2.033333333
386,B,33.384153,-96.092262,Nov,3,16,0.263773729,204,13.59928429,3.222486944,70.98876722,0
